Accident_ID,Date,District,Location,Time,Vehicle_Type,Road_Type,Weather,Cause,Persons_Involved,Injured,Fatalities,Gender,Age,Helmet_Seatbelt,Police_Case,Damage_Cost (₹),Latitude,Longitude
TN-2023-02037,21-10-2023,Chennai,Location_97,12:28,Bicycle,NH,Clear,Drunk drive,1,3,0,Male,44,Yes,No,221687,13.40978452,78.89120624
TN-2023-02038,06-12-2023,Thoothukudi,Location_53,05:58,Two Wheeler,NH,Cloudy,Reckless driving,3,3,0,Female,20,Yes,Yes,224800,12.54999991,76.93231354
TN-2023-02039,31-05-2023,Salem,Location_51,20:12,Bus,SH,Clear,Drunk drive,4,0,0,Female,41,Yes,Yes,401753,10.19015312,79.78223593
TN-2023-02040,06-05-2023,Erode,Location_76,19:04,Car,NH,Cloudy,Brake failure,3,2,0,Male,32,Yes,Yes,223952,8.605438791,79.96945325
TN-2023-02041,28-10-2023,Trichy,Location_56,19:13,Car,SH,Rain,Poor road,5,3,0,Male,51,No,Yes,130080,12.80850205,78.58158429
TN-2023-02042,04-11-2023,Erode,Location_27,12:13,Truck,SH,Fog,Poor road,2,1,0,Male,49,Yes,No,28413,11.14155035,79.98507489
TN-2023-02043,02-12-2023,Vellore,Location_38,07:47,Two Wheeler,Rural Road,Clear,Over speed,3,3,0,Male,38,No,Yes,300584,12.71977852,76.13127294
TN-2023-02044,22-08-2023,Madurai,Location_62,12:23,Auto Rickshaw,SH,Fog,Drunk drive,3,3,0,Female,18,Yes,Yes,218354,10.12920903,80.2532502
TN-2023-02045,08-01-2023,Salem,Location_18,14:50,Bus,SH,Rain,Drunk drive,2,3,0,Male,50,Yes,Yes,401295,8.159220784,76.25741626
TN-2023-02046,07-12-2023,Coimbatore,Location_64,00:21,Two Wheeler,Rural Road,Sunny,Poor road,1,2,1,Female,28,Yes,Yes,170223,8.28829123,78.89075529
TN-2023-02047,09-05-2023,Coimbatore,Location_77,01:49,Auto Rickshaw,NH,Sunny,Brake failure,5,2,2,Female,20,Yes,Yes,455167,11.68774164,77.55652587
TN-2023-02048,21-09-2023,Tirunelveli,Location_30,18:39,Two Wheeler,NH,Clear,Over speed,3,0,0,Male,39,No,Yes,390164,8.629544141,76.17690558
TN-2023-02049,06-06-2023,Tiruppur,Location_49,02:54,Lorry,Urban Street,Rain,Drunk drive,3,3,2,Male,27,Yes,Yes,453828,12.10004098,80.18179738
TN-2023-02050,18-12-2023,Tiruppur,Location_41,13:57,Two Wheeler,Urban Street,Clear,Over speed,1,2,0,Male,61,No,Yes,429327,10.30693434,76.60910947
TN-2023-02051,24-12-2023,Tiruppur,Location_13,08:07,Auto Rickshaw,SH,Clear,Drunk drive,5,2,0,Male,55,Yes,Yes,40055,11.09709355,79.84184884
TN-2023-02052,05-01-2023,Erode,Location_34,16:54,Car,Urban Street,Clear,Weather,2,0,0,Male,41,Yes,Yes,116097,12.40667357,77.48655254
TN-2023-02053,27-03-2023,Trichy,Location_94,22:55,Two Wheeler,Rural Road,Fog,Weather,2,1,0,Male,24,Yes,Yes,71164,9.391892944,79.33523801
TN-2023-02054,24-06-2023,Salem,Location_25,15:41,Car,Urban Street,Cloudy,Over speed,4,1,0,Male,53,No,Yes,104953,10.27096402,77.14399355
TN-2023-02055,17-10-2023,Chennai,Location_66,20:09,Two Wheeler,Urban Street,Rain,Poor road,5,3,0,Male,18,No,Yes,261872,12.01256524,78.62545272
TN-2023-02056,12-07-2023,Tirunelveli,Location_18,05:21,Two Wheeler,SH,Fog,Poor road,5,1,0,Male,18,No,Yes,99234,13.05135266,79.59799213
TN-2023-02057,07-11-2023,Vellore,Location_5,16:47,Two Wheeler,Rural Road,Cloudy,Drunk drive,3,0,0,Female,43,Yes,Yes,405693,9.596648688,78.54780924
TN-2023-02058,29-04-2023,Thoothukudi,Location_19,14:53,Two Wheeler,Urban Street,Clear,Reckless driving,4,2,0,Male,34,Yes,Yes,298762,11.42497619,77.37948654
TN-2023-02059,06-08-2023,Vellore,Location_42,13:03,Two Wheeler,NH,Sunny,Weather,2,1,0,Male,28,Yes,Yes,331432,13.23167677,77.0504608
TN-2023-02060,24-04-2023,Salem,Location_18,03:29,Car,Rural Road,Fog,Weather,5,3,0,Male,20,No,Yes,299622,11.56868704,76.78662519
TN-2023-02061,25-05-2023,Madurai,Location_32,01:28,Car,Rural Road,Rain,Over speed,5,3,0,Female,27,Yes,Yes,291875,12.91034007,79.77465635
TN-2023-02062,26-01-2023,Tiruppur,Location_21,10:35,Car,SH,Rain,Reckless driving,1,2,0,Male,19,No,Yes,222300,13.16851418,78.74924181
TN-2023-02063,16-05-2023,Thoothukudi,Location_10,20:20,Two Wheeler,Rural Road,Cloudy,Over speed,2,3,0,Male,49,Yes,Yes,359483,13.11138442,78.28905066
TN-2023-02064,30-10-2023,Erode,Location_37,15:20,Bus,Rural Road,Fog,Poor road,1,0,1,Male,33,Yes,Yes,40612,12.17162396,77.12311308
TN-2023-02065,20-08-2023,Salem,Location_49,03:00,Bus,Rural Road,Clear,Poor road,4,1,0,Female,43,No,Yes,310244,11.03652517,77.95188962
TN-2023-02066,17-03-2023,Madurai,Location_86,18:01,Two Wheeler,Rural Road,Cloudy,Reckless driving,5,3,0,Female,57,Yes,Yes,41028,8.532140608,78.79028264
TN-2023-02067,24-11-2023,Erode,Location_13,08:54,Auto Rickshaw,Rural Road,Rain,Reckless driving,4,1,0,Female,56,Yes,Yes,335995,9.224883773,76.32346744
TN-2023-02068,11-12-2023,Madurai,Location_55,12:17,Car,Rural Road,Fog,Poor road,1,2,0,Male,27,No,Yes,102084,9.406719196,77.62321721
TN-2023-02069,29-10-2023,Tiruppur,Location_17,15:47,Bus,Rural Road,Sunny,Brake failure,2,1,0,Male,53,Yes,Yes,99869,8.182927651,77.07776643
TN-2023-02070,16-10-2023,Erode,Location_9,09:40,Two Wheeler,NH,Clear,Weather,5,0,0,Male,47,Yes,Yes,139855,8.560578578,78.90931708
TN-2023-02071,01-01-2023,Trichy,Location_88,10:24,Two Wheeler,Rural Road,Rain,Weather,2,2,0,Male,26,No,Yes,115392,9.621161841,78.72821054
TN-2023-02072,27-05-2023,Coimbatore,Location_44,03:41,Auto Rickshaw,SH,Fog,Over speed,4,3,0,Male,22,No,Yes,357300,8.499075182,77.34736973
TN-2023-02073,14-10-2023,Vellore,Location_78,02:37,Lorry,NH,Sunny,Weather,3,2,1,Male,24,No,Yes,349656,8.932442543,76.18733825
TN-2023-02074,22-05-2023,Trichy,Location_46,02:58,Two Wheeler,Rural Road,Rain,Over speed,2,1,0,Male,53,Yes,Yes,28254,8.299296786,76.82265738
TN-2023-02075,22-02-2023,Thoothukudi,Location_8,08:34,Two Wheeler,Urban Street,Sunny,Reckless driving,2,1,0,Female,18,No,Yes,64110,10.29092957,76.72027934
TN-2023-02076,31-10-2023,Tirunelveli,Location_37,17:39,Bus,SH,Rain,Reckless driving,2,1,0,Male,44,Yes,Yes,263589,12.5173001,78.55777451
TN-2023-02077,10-03-2023,Coimbatore,Location_19,21:07,Bus,NH,Cloudy,Brake failure,5,1,0,Male,29,No,Yes,334678,12.46734114,76.76181155
TN-2023-02078,27-12-2023,Trichy,Location_63,14:44,Auto Rickshaw,SH,Cloudy,Reckless driving,4,2,0,Male,33,Yes,Yes,123925,12.97689736,78.17050459
TN-2023-02079,31-03-2023,Salem,Location_92,06:18,Two Wheeler,NH,Cloudy,Poor road,4,2,0,Male,25,Yes,Yes,61024,12.10079726,78.76537977
TN-2023-02080,08-08-2023,Madurai,Location_46,07:41,Two Wheeler,Urban Street,Fog,Brake failure,5,1,1,Male,42,No,Yes,227543,9.344430762,79.95804512
TN-2023-02081,11-07-2023,Thoothukudi,Location_94,16:00,Two Wheeler,SH,Cloudy,Poor road,2,3,0,Male,30,No,Yes,434040,11.86314443,77.10262403
TN-2023-02082,04-03-2023,Salem,Location_71,12:28,Two Wheeler,SH,Fog,Poor road,2,2,1,Male,58,Yes,No,342839,12.14602043,76.83660821
TN-2023-02083,14-03-2023,Coimbatore,Location_26,12:55,Two Wheeler,NH,Clear,Over speed,3,0,1,Male,27,Yes,Yes,485401,10.98709148,76.77964225
TN-2023-02084,10-06-2023,Madurai,Location_46,15:28,Auto Rickshaw,NH,Cloudy,Poor road,2,2,0,Male,57,No,Yes,180775,12.43855828,77.62193189
TN-2023-02085,18-06-2023,Thoothukudi,Location_46,08:41,Car,Urban Street,Fog,Brake failure,1,0,1,Male,50,Yes,Yes,345845,8.391962134,78.92131549
TN-2023-02086,30-03-2023,Tirunelveli,Location_75,05:04,Auto Rickshaw,Rural Road,Rain,Drunk drive,2,3,0,Male,52,Yes,Yes,63533,11.27129323,79.02338089
TN-2023-02087,25-06-2023,Coimbatore,Location_14,01:10,Two Wheeler,NH,Fog,Reckless driving,3,0,0,Male,54,Yes,Yes,374267,10.63941359,76.94932855
TN-2023-02088,26-09-2023,Thoothukudi,Location_85,08:37,Two Wheeler,NH,Fog,Over speed,1,0,0,Male,56,Yes,Yes,426940,12.42866498,76.59055053
TN-2023-02089,14-03-2023,Trichy,Location_63,07:40,Two Wheeler,NH,Rain,Reckless driving,3,3,0,Male,45,Yes,Yes,447510,8.703783276,78.0190507
TN-2023-02090,02-09-2023,Thoothukudi,Location_72,08:07,Two Wheeler,Urban Street,Fog,Poor road,3,1,0,Male,33,No,Yes,258860,9.169431872,76.63536077
TN-2023-02091,18-03-2023,Coimbatore,Location_3,11:57,Lorry,Rural Road,Rain,Poor road,4,2,0,Male,25,Yes,Yes,66305,11.0728058,79.65814335
TN-2023-02092,08-06-2023,Tiruppur,Location_28,07:02,Two Wheeler,Rural Road,Sunny,Weather,5,3,0,Male,50,Yes,Yes,424632,13.20962927,76.37746651
TN-2023-02093,20-11-2023,Trichy,Location_29,12:18,Two Wheeler,Urban Street,Cloudy,Over speed,3,0,0,Female,52,Yes,Yes,129960,8.457599462,79.38441995
TN-2023-02094,08-04-2023,Salem,Location_87,01:31,Two Wheeler,Rural Road,Clear,Over speed,2,1,0,Male,55,Yes,Yes,377492,12.08857363,76.19191562
TN-2023-02095,12-04-2023,Coimbatore,Location_18,16:15,Two Wheeler,SH,Fog,Brake failure,4,2,0,Male,29,Yes,Yes,426574,9.129695611,79.63142852
TN-2023-02096,12-05-2023,Tiruppur,Location_35,03:17,Lorry,Urban Street,Rain,Drunk drive,1,3,0,Male,32,No,Yes,175687,8.579968774,78.82218254
TN-2023-02097,12-04-2023,Chennai,Location_77,13:29,Two Wheeler,NH,Cloudy,Brake failure,5,2,0,Male,34,Yes,Yes,346138,10.17121363,77.45067898
TN-2023-02098,19-01-2023,Tirunelveli,Location_76,01:12,Bus,Rural Road,Fog,Brake failure,4,1,0,Female,44,No,Yes,383452,11.20679058,77.82483323
TN-2023-02099,23-03-2023,Tiruppur,Location_47,20:51,Bus,SH,Cloudy,Brake failure,3,2,2,Male,38,Yes,Yes,380351,12.54859868,79.03127758
TN-2023-02100,06-10-2023,Chennai,Location_5,16:30,Two Wheeler,Urban Street,Sunny,Drunk drive,4,1,0,Male,38,Yes,Yes,323756,11.49080518,76.83532665
TN-2023-02101,05-12-2023,Vellore,Location_75,14:56,Two Wheeler,Urban Street,Fog,Brake failure,2,3,1,Male,34,Yes,Yes,106945,10.70416929,80.00644301
TN-2023-02102,31-12-2023,Madurai,Location_59,19:04,Lorry,NH,Rain,Reckless driving,2,1,0,Male,44,Yes,Yes,236432,9.571170515,78.1729921
TN-2023-02103,27-11-2023,Tiruppur,Location_75,06:17,Bus,NH,Sunny,Over speed,2,3,0,Male,29,Yes,Yes,181259,9.609041738,79.42062772
TN-2023-02104,09-05-2023,Erode,Location_59,10:31,Two Wheeler,Urban Street,Fog,Drunk drive,5,1,0,Male,61,Yes,Yes,136038,12.23817257,78.28013212
TN-2023-02105,10-12-2023,Tirunelveli,Location_47,17:26,Two Wheeler,SH,Cloudy,Poor road,4,2,1,Male,53,Yes,Yes,290254,8.627328213,78.03525653
TN-2023-02106,06-11-2023,Tiruppur,Location_95,04:44,Two Wheeler,NH,Sunny,Weather,4,1,0,Male,45,Yes,Yes,310036,8.805605721,78.11327003
TN-2023-02107,30-03-2023,Chennai,Location_95,17:01,Two Wheeler,Urban Street,Rain,Weather,3,1,0,Male,42,No,Yes,155718,11.95855008,77.6340612
TN-2023-02108,01-08-2023,Erode,Location_13,19:03,Two Wheeler,Urban Street,Fog,Reckless driving,1,2,0,Male,26,Yes,Yes,85999,13.28573116,79.29739388
TN-2023-02109,23-05-2023,Tirunelveli,Location_78,12:23,Two Wheeler,NH,Cloudy,Over speed,2,0,0,Male,64,Yes,Yes,412798,8.661288118,79.807686
TN-2023-02110,06-03-2023,Erode,Location_89,15:37,Two Wheeler,Rural Road,Cloudy,Weather,1,1,0,Male,54,Yes,Yes,242374,11.35184346,79.84478499
TN-2023-02111,17-03-2023,Trichy,Location_33,07:47,Two Wheeler,SH,Sunny,Reckless driving,1,3,0,Male,40,No,Yes,311236,9.31553613,76.54515571
TN-2023-02112,18-07-2023,Chennai,Location_97,12:54,Two Wheeler,Rural Road,Fog,Reckless driving,2,1,0,Male,28,Yes,Yes,60715,8.141667982,79.42615557
TN-2023-02113,23-05-2023,Thoothukudi,Location_62,03:01,Auto Rickshaw,Rural Road,Cloudy,Weather,2,0,0,Male,18,Yes,Yes,25743,12.57747211,76.89979579
TN-2023-02114,12-11-2023,Trichy,Location_79,08:17,Car,SH,Sunny,Weather,3,3,0,Male,33,Yes,Yes,480737,10.79732532,76.05480255
TN-2023-02115,03-04-2023,Tirunelveli,Location_16,16:07,Truck,SH,Clear,Reckless driving,5,2,0,Female,30,Yes,Yes,197282,8.131394734,77.23956566
TN-2023-02116,01-11-2023,Tirunelveli,Location_44,14:40,Two Wheeler,NH,Cloudy,Reckless driving,2,2,0,Male,37,Yes,Yes,420215,12.92499316,77.31790869
TN-2023-02117,12-08-2023,Coimbatore,Location_58,16:22,Bus,NH,Sunny,Poor road,1,2,0,Male,33,Yes,Yes,52001,10.94626882,79.64405074
TN-2023-02118,18-10-2023,Chennai,Location_6,01:05,Two Wheeler,NH,Clear,Weather,3,3,0,Male,33,Yes,Yes,333748,12.05387064,79.34078342
TN-2023-02119,12-04-2023,Vellore,Location_89,04:48,Car,SH,Sunny,Brake failure,4,1,1,Male,52,Yes,Yes,289585,10.32927646,76.38108057
TN-2023-02120,24-09-2023,Vellore,Location_15,01:17,Two Wheeler,Rural Road,Cloudy,Reckless driving,3,3,1,Female,49,No,No,337045,9.016858,77.46682589
TN-2023-02121,21-12-2023,Tirunelveli,Location_4,09:09,Two Wheeler,SH,Clear,Over speed,2,3,0,Female,40,No,Yes,263515,10.56065318,77.13084931
TN-2023-02122,20-04-2023,Vellore,Location_56,05:58,Truck,NH,Sunny,Over speed,2,0,0,Female,42,Yes,Yes,23281,9.582197927,78.67954835
TN-2023-02123,26-11-2023,Madurai,Location_64,11:16,Car,Rural Road,Fog,Reckless driving,5,3,0,Female,60,Yes,Yes,145780,9.632044913,78.43680388
TN-2023-02124,22-09-2023,Coimbatore,Location_68,12:51,Auto Rickshaw,NH,Clear,Over speed,3,2,0,Male,45,Yes,Yes,232291,11.54132967,79.05510763
TN-2023-02125,03-01-2023,Tirunelveli,Location_94,15:41,Two Wheeler,Rural Road,Sunny,Poor road,2,3,0,Male,62,No,Yes,331215,8.517438103,80.09828424
TN-2023-02126,26-03-2023,Vellore,Location_34,20:01,Two Wheeler,NH,Fog,Poor road,1,0,0,Female,19,Yes,Yes,122111,10.18357993,77.89483101
TN-2023-02127,09-10-2023,Chennai,Location_91,01:30,Two Wheeler,SH,Clear,Reckless driving,1,3,0,Male,20,Yes,Yes,443835,11.00654967,78.95165805
TN-2023-02128,24-11-2023,Tiruppur,Location_95,22:06,Bus,Urban Street,Sunny,Weather,3,3,1,Male,48,Yes,Yes,416588,11.9042161,80.13258621
TN-2023-02129,31-10-2023,Thoothukudi,Location_56,05:32,Car,Urban Street,Cloudy,Brake failure,5,2,0,Female,50,Yes,Yes,26172,11.48094594,78.43756263
TN-2023-02130,27-04-2023,Trichy,Location_32,11:44,Auto Rickshaw,Rural Road,Clear,Weather,3,3,0,Male,50,Yes,Yes,451258,12.87435614,77.38726441
TN-2023-02131,09-08-2023,Trichy,Location_9,11:18,Two Wheeler,SH,Clear,Over speed,5,1,0,Male,64,Yes,Yes,373588,13.45811355,77.81305069
TN-2023-02132,03-06-2023,Madurai,Location_63,08:09,Bus,NH,Fog,Brake failure,1,2,0,Male,52,Yes,Yes,210953,13.15582883,79.39576145
TN-2023-02133,02-06-2023,Erode,Location_72,16:49,Two Wheeler,Rural Road,Sunny,Over speed,2,0,0,Female,53,Yes,Yes,440759,12.20283805,79.24005021
TN-2023-02134,12-01-2023,Chennai,Location_78,07:38,Two Wheeler,Rural Road,Cloudy,Brake failure,4,0,0,Male,43,No,Yes,470840,11.7730839,79.36786931
TN-2023-02135,13-05-2023,Erode,Location_33,08:09,Car,NH,Fog,Reckless driving,2,0,0,Male,29,Yes,Yes,462402,8.194874263,79.34483601
TN-2023-02136,31-10-2023,Coimbatore,Location_87,11:14,Car,NH,Clear,Drunk drive,1,3,0,Female,61,Yes,Yes,367575,10.93424347,80.14206504
TN-2023-02137,20-10-2023,Thoothukudi,Location_21,14:27,Two Wheeler,NH,Fog,Poor road,1,1,0,Male,63,Yes,Yes,474128,11.65044296,79.43802316
TN-2023-02138,27-10-2023,Coimbatore,Location_55,03:35,Two Wheeler,SH,Fog,Poor road,2,2,0,Male,28,Yes,Yes,52718,10.27117026,79.84946689
TN-2023-02139,16-08-2023,Tirunelveli,Location_76,22:00,Two Wheeler,Urban Street,Fog,Reckless driving,2,1,0,Male,23,Yes,Yes,463753,10.11638137,78.58170243
TN-2023-02140,28-09-2023,Chennai,Location_57,11:56,Two Wheeler,Rural Road,Clear,Over speed,1,1,0,Male,42,Yes,Yes,336850,10.98389566,78.89877124
TN-2023-02141,12-02-2023,Tirunelveli,Location_2,01:46,Two Wheeler,Rural Road,Rain,Over speed,2,0,0,Male,63,No,Yes,239455,12.98651955,80.35473763
TN-2023-02142,09-12-2023,Salem,Location_13,16:38,Two Wheeler,Urban Street,Fog,Drunk drive,4,0,0,Male,51,Yes,No,362290,9.43510603,79.91635394
TN-2023-02143,22-11-2023,Vellore,Location_4,05:43,Two Wheeler,Rural Road,Rain,Weather,4,1,0,Male,52,No,Yes,354404,10.19480152,79.49812108
TN-2023-02144,29-10-2023,Trichy,Location_84,18:32,Truck,SH,Cloudy,Brake failure,3,1,0,Male,38,Yes,Yes,416405,11.59198294,79.08481589
TN-2023-02145,30-12-2023,Tiruppur,Location_50,20:25,Truck,NH,Cloudy,Reckless driving,4,2,0,Male,35,No,Yes,147319,9.02303993,77.61333207
TN-2023-02146,21-01-2023,Tirunelveli,Location_48,13:35,Car,Urban Street,Cloudy,Drunk drive,1,0,0,Male,25,Yes,Yes,234287,12.59196969,78.46656504
TN-2023-02147,17-04-2023,Erode,Location_78,04:32,Bicycle,SH,Sunny,Reckless driving,1,0,1,Male,51,No,Yes,381758,11.66336963,76.24807685
TN-2023-02148,02-12-2023,Salem,Location_30,00:52,Bus,NH,Clear,Drunk drive,3,3,0,Male,31,Yes,Yes,208003,9.937441328,77.87275037
TN-2023-02149,30-10-2023,Trichy,Location_29,05:36,Two Wheeler,Urban Street,Rain,Over speed,5,0,0,Male,36,No,Yes,109917,11.97191853,76.50353388
TN-2023-02150,27-04-2023,Tirunelveli,Location_8,01:56,Two Wheeler,SH,Sunny,Over speed,3,2,0,Male,37,Yes,Yes,78006,9.536405955,79.27887791
TN-2023-02151,04-05-2023,Salem,Location_12,20:58,Auto Rickshaw,Urban Street,Rain,Weather,5,3,0,Male,21,Yes,Yes,131319,12.25953493,80.01542937
TN-2023-02152,08-10-2023,Salem,Location_41,04:25,Car,Urban Street,Clear,Reckless driving,5,2,0,Male,55,No,Yes,309033,8.388784292,76.78337348
TN-2023-02153,19-10-2023,Chennai,Location_26,08:50,Auto Rickshaw,SH,Fog,Reckless driving,2,0,0,Male,49,Yes,Yes,277766,10.34713593,77.10557523
TN-2023-02154,22-07-2023,Coimbatore,Location_50,20:46,Auto Rickshaw,Rural Road,Sunny,Weather,4,0,0,Male,43,Yes,Yes,382727,9.439013718,79.85641424
TN-2023-02155,20-02-2023,Salem,Location_2,12:11,Two Wheeler,SH,Clear,Over speed,5,1,0,Male,45,No,Yes,232491,12.49185213,78.63624479
TN-2023-02156,28-09-2023,Madurai,Location_55,04:01,Two Wheeler,Urban Street,Sunny,Poor road,2,1,0,Male,29,Yes,Yes,237480,12.14010885,78.64738997
TN-2023-02157,20-11-2023,Coimbatore,Location_56,03:58,Two Wheeler,Urban Street,Cloudy,Weather,3,2,1,Male,27,Yes,Yes,301294,12.63023759,78.53294364
TN-2023-02158,04-10-2023,Trichy,Location_14,17:52,Two Wheeler,SH,Sunny,Drunk drive,3,3,0,Female,58,No,Yes,184390,11.58359673,76.98217342
TN-2023-02159,21-05-2023,Trichy,Location_6,09:12,Two Wheeler,NH,Fog,Over speed,5,0,1,Female,52,No,Yes,419442,12.3742733,77.09486357
TN-2023-02160,02-10-2023,Trichy,Location_95,11:01,Two Wheeler,NH,Fog,Reckless driving,2,1,0,Male,50,Yes,Yes,107417,10.41333548,80.27339402
TN-2023-02161,17-10-2023,Trichy,Location_81,14:45,Two Wheeler,NH,Rain,Reckless driving,1,1,0,Male,31,No,Yes,114973,11.72931579,79.25561568
TN-2023-02162,30-11-2023,Madurai,Location_89,09:21,Two Wheeler,NH,Sunny,Brake failure,4,0,0,Male,57,Yes,Yes,234592,8.17114718,76.40695519
TN-2023-02163,21-02-2023,Tirunelveli,Location_61,07:24,Two Wheeler,SH,Cloudy,Brake failure,5,0,0,Male,40,No,Yes,481516,12.84398535,77.00322222
TN-2023-02164,27-01-2023,Thoothukudi,Location_96,14:12,Two Wheeler,Rural Road,Fog,Poor road,1,3,2,Male,35,Yes,Yes,347020,11.76625508,78.82201985
TN-2023-02165,06-06-2023,Salem,Location_12,07:20,Car,NH,Rain,Reckless driving,4,1,0,Female,61,Yes,Yes,71847,12.76353052,77.27559424
TN-2023-02166,27-08-2023,Trichy,Location_13,20:21,Two Wheeler,Urban Street,Cloudy,Over speed,1,3,0,Female,29,Yes,Yes,97531,12.23972377,77.13280145
TN-2023-02167,05-06-2023,Coimbatore,Location_19,13:32,Car,NH,Cloudy,Reckless driving,2,3,1,Male,59,No,Yes,375352,9.575071745,76.91056597
TN-2023-02168,18-10-2023,Coimbatore,Location_44,12:26,Truck,Rural Road,Cloudy,Reckless driving,5,0,0,Male,53,Yes,Yes,155435,9.500841263,76.83577089
TN-2023-02169,16-05-2023,Salem,Location_89,07:49,Two Wheeler,SH,Clear,Drunk drive,1,3,0,Male,42,No,Yes,446928,12.39801328,78.75998762
TN-2023-02170,24-05-2023,Tirunelveli,Location_95,21:29,Two Wheeler,Rural Road,Fog,Poor road,1,0,0,Male,54,Yes,No,101525,9.015900555,80.07631971
TN-2023-02171,16-04-2023,Tiruppur,Location_59,08:44,Auto Rickshaw,Rural Road,Clear,Drunk drive,1,2,0,Male,57,No,Yes,320199,8.608636605,77.62509335
TN-2023-02172,07-06-2023,Tiruppur,Location_37,02:17,Car,Rural Road,Clear,Brake failure,5,3,0,Male,39,Yes,Yes,285095,8.082732127,76.54678871
TN-2023-02173,26-05-2023,Thoothukudi,Location_25,09:04,Lorry,NH,Fog,Drunk drive,2,1,0,Male,23,No,Yes,234000,9.641354253,76.55934704
TN-2023-02174,02-01-2023,Tirunelveli,Location_16,05:31,Two Wheeler,NH,Sunny,Brake failure,2,1,0,Male,33,No,Yes,292702,8.545957778,80.20160367
TN-2023-02175,18-03-2023,Salem,Location_38,07:55,Lorry,Rural Road,Rain,Weather,1,2,0,Male,40,Yes,Yes,106996,12.40927592,78.37930965
TN-2023-02176,12-05-2023,Tiruppur,Location_43,06:20,Auto Rickshaw,SH,Fog,Brake failure,2,2,0,Male,26,Yes,Yes,212663,10.66499107,78.0982848
TN-2023-02177,31-03-2023,Tiruppur,Location_87,17:13,Car,NH,Rain,Reckless driving,4,3,0,Male,60,No,Yes,11963,9.388833733,80.0083356
TN-2023-02178,11-12-2023,Tiruppur,Location_14,14:41,Two Wheeler,SH,Sunny,Brake failure,2,1,1,Male,52,No,Yes,101364,11.31147816,78.28200822
TN-2023-02179,16-12-2023,Erode,Location_6,20:43,Auto Rickshaw,NH,Fog,Reckless driving,1,1,0,Male,46,Yes,Yes,149340,8.38693831,78.16269502
TN-2023-02180,20-09-2023,Madurai,Location_89,06:27,Lorry,SH,Cloudy,Poor road,4,0,0,Female,31,Yes,Yes,235507,11.99366688,80.1699364
TN-2023-02181,17-12-2023,Salem,Location_23,06:42,Lorry,NH,Fog,Reckless driving,5,0,0,Male,22,Yes,Yes,485799,10.75766175,78.13506605
TN-2023-02182,18-04-2023,Vellore,Location_60,12:14,Two Wheeler,Rural Road,Sunny,Reckless driving,3,1,0,Male,38,No,Yes,216819,8.035620031,77.75932484
TN-2023-02183,15-03-2023,Chennai,Location_12,17:38,Lorry,Urban Street,Clear,Reckless driving,2,0,0,Male,23,Yes,Yes,499729,9.755694341,78.61747959
TN-2023-02184,08-02-2023,Chennai,Location_13,05:54,Two Wheeler,Urban Street,Fog,Poor road,4,0,1,Male,18,Yes,Yes,86500,12.12605805,80.39754189
TN-2023-02185,08-06-2023,Tirunelveli,Location_98,10:31,Two Wheeler,SH,Cloudy,Over speed,3,0,0,Male,48,No,Yes,342377,9.034633438,80.33723069
TN-2023-02186,12-03-2023,Salem,Location_6,07:19,Car,SH,Fog,Over speed,5,2,0,Male,62,Yes,No,296832,13.29032492,79.49020632
TN-2023-02187,08-11-2023,Salem,Location_63,00:39,Two Wheeler,Rural Road,Clear,Brake failure,3,1,0,Female,58,Yes,Yes,308829,12.93146029,78.24676387
TN-2023-02188,29-08-2023,Chennai,Location_38,07:50,Bus,Rural Road,Fog,Weather,5,1,0,Male,45,No,No,70604,12.28031301,79.96657769
TN-2023-02189,25-10-2023,Thoothukudi,Location_50,02:04,Car,SH,Cloudy,Over speed,1,1,0,Male,20,No,Yes,237202,8.432015972,77.8872234
TN-2023-02190,05-02-2023,Chennai,Location_52,02:46,Two Wheeler,Urban Street,Sunny,Brake failure,1,0,1,Male,55,No,Yes,57921,9.946105137,78.8806437
TN-2023-02191,25-03-2023,Salem,Location_40,13:20,Bus,Rural Road,Cloudy,Poor road,5,3,0,Male,40,Yes,Yes,453795,9.640085398,76.8074208
TN-2023-02192,20-09-2023,Tiruppur,Location_8,14:23,Auto Rickshaw,SH,Sunny,Over speed,3,3,0,Female,57,Yes,Yes,321759,8.756939251,78.97579441
TN-2023-02193,06-11-2023,Thoothukudi,Location_61,16:17,Two Wheeler,Rural Road,Cloudy,Over speed,2,0,0,Male,21,Yes,Yes,329769,13.49790392,77.24247662
TN-2023-02194,21-06-2023,Trichy,Location_8,01:11,Car,Rural Road,Rain,Reckless driving,3,2,0,Male,23,No,Yes,169276,8.809586992,79.47288842
TN-2023-02195,22-06-2023,Vellore,Location_97,15:03,Two Wheeler,NH,Fog,Reckless driving,3,2,0,Male,29,Yes,No,417265,9.734301506,77.86318073
TN-2023-02196,28-12-2023,Erode,Location_34,01:27,Car,Rural Road,Fog,Brake failure,2,1,0,Male,29,Yes,Yes,186031,12.84077799,77.79284403
TN-2023-02197,16-02-2023,Madurai,Location_79,13:10,Two Wheeler,SH,Clear,Reckless driving,3,3,0,Male,24,No,No,453191,8.794119484,79.35959941
TN-2023-02198,21-05-2023,Trichy,Location_60,12:30,Two Wheeler,Rural Road,Rain,Brake failure,3,2,1,Male,45,Yes,Yes,428795,10.58240385,77.91393388
